AssemblyName,ComponentName,"Dwg.no",Material,No,P,ProcessingSeries,S,ShipNo,Thickness,UnitBlock,Weight,Wire
99999,2E,522,AH36,1140,0,SES,1,P170,6,H413S,6,R
99999,2E,521,AH36,1141,0,SES,1,P170,6,H413S,6,R
99999,1FX,053,AH36,1142,0,NFF,1,P170,8,H413S,2,R
99999,2FX,053,AH36,1143,0,NFF,1,P170,8,H413S,2,R
99999,2FX,053,AH36,1144,0,NFF,1,P170,8,H413S,2,R
99999,1L,561,AH36,1145,0,SES,1,P170,7,H413S,10,R
99999,1L,561,AH36,1146,0,SES,1,P170,7,H413S,10,R
99999,2L,561,AH36,1147,0,SES,1,P170,7,H413S,30,R
99999,3L,561,AH36,1148,0,SES,1,P170,7,H413S,41,R
99999,4L,561,AH36,1149,0,SES,1,P170,7,H413S,11,R
99999,4L,561,AH36,1150,0,SES,1,P170,7,H413S,11,R
99999,4L,561,AH36,1151,0,SES,1,P170,7,H413S,11,R
99999,1X,056,AH36,1152,0,NFF,1,P170,10,H413S,12,R
99999,2X,391,AH36,1153,0,NFF,1,P170,10,H413S,2,R
99999,3X,391,AH36,1154,0,NFF,1,P170,10,H413S,16,R
99999,4X,391,AH36,1155,0,NFF,1,P170,10,H413S,34,R
99999,5X,391,AH36,1156,0,NFF,1,P170,10,H413S,35,R
99999,6X,053,AH36,1157,0,NFF,1,P170,8,H413S,3,R
99999,7X,053,AH36,1158,0,NFF,1,P170,8,H413S,1,R
99999,8X,053,AH36,1159,0,NFF,1,P170,8,H413S,2,R
99999,9X,051,AH36,1160,0,NFF,1,P170,6,H413S,5,R
99999,10X,001,AH36,1161,0,NFF,1,P170,6,H413S,2,R
99999,11X,051,AH36,1162,0,NFF,1,P170,6,H413S,2,R
99999,11X,051,AH36,1163,0,NFF,1,P170,6,H413S,2,R
SF62,1B,054,AH36,1164,0,NCB,1,P170,8,H413S,1,S
SF62,1B,054,AH36,1165,0,NCB,1,P170,8,H413S,1,S
SF62,1B,054,AH36,1166,0,NCB,1,P170,8,H413S,1,S
SF62,1F,054,AH36,1167,0,NFF,1,P170,8,H413S,14,S
SF62,K,001,AH36,1168,0,NCB,1,P170,6,H413S,24,S
SF66,1B,054,AH36,1169,0,NCB,1,P170,8,H413S,1,S
SF66,1B,054,AH36,1170,0,NCB,1,P170,8,H413S,1,S
SF66,2B,054,AH36,1171,0,NCB,1,P170,8,H413S,1,S
SF66,1CR,001,AH36,1172,0,NCB,1,P170,6,H413S,1,R
SF66,1F,054,AH36,1173,0,NFF,1,P170,8,H413S,14,S
SF66,K,001,AH36,1174,0,NCB,1,P170,6,H413S,23,S
SF70,1CR,001,AH36,1175,0,NCB,1,P170,6,H413S,1,R
SF70,1F,054,AH36,1176,0,NFF,1,P170,8,H413S,5,S
SF70,K,001,AH36,1177,0,NCB,1,P170,6,H413S,10,S
T59,1DP,001,AH36,1178,0,NCB,1,P170,6,H413S,1,S
T59,K,001,AH36,1179,0,NCB,1,P170,6,H413S,79,S
T59,1S,521,AH36,1180,0,SES,1,P170,6,H413S,16,S
T59,1X,052,AH36,1181,0,NFF,1,P170,8,H413S,1,S
